Person Type Scenario,Period,Location,Percent Active Devices
Resident Weekday Now,3,WORK,3.39
Resident Weekday Now,4,WORK,3.32
Resident Weekday Now,5,WORK,3.24
Resident Weekday Now,6,WORK,3.21
Resident Weekday Now,7,WORK,3.18
Resident Weekday Now,8,WORK,3.2
Resident Weekday Now,9,WORK,3.24
Resident Weekday Now,10,WORK,3.37
Resident Weekday Now,11,WORK,3.63
Resident Weekday Now,12,WORK,4.07
Resident Weekday Now,13,WORK,5.08
Resident Weekday Now,14,WORK,6.28
Resident Weekday Now,15,WORK,8.06
Resident Weekday Now,16,WORK,9.41
Resident Weekday Now,17,WORK,11.08
Resident Weekday Now,18,WORK,12.3
Resident Weekday Now,19,WORK,13.55
Resident Weekday Now,20,WORK,14.19
Resident Weekday Now,21,WORK,14.73
Resident Weekday Now,22,WORK,15.01
Resident Weekday Now,23,WORK,15.2
Resident Weekday Now,24,WORK,15.38
Resident Weekday Now,25,WORK,15.48
Resident Weekday Now,26,WORK,15.42
Resident Weekday Now,27,WORK,15.32
Resident Weekday Now,28,WORK,15.22
Resident Weekday Now,29,WORK,15.02
Resident Weekday Now,30,WORK,14.72
Resident Weekday Now,31,WORK,14.11
Resident Weekday Now,32,WORK,13.17
Resident Weekday Now,33,WORK,12.03
Resident Weekday Now,34,WORK,10.79
Resident Weekday Now,35,WORK,9.3
Resident Weekday Now,36,WORK,8.27
Resident Weekday Now,37,WORK,7.52
Resident Weekday Now,38,WORK,6.98
Resident Weekday Now,39,WORK,6.53
Resident Weekday Now,40,WORK,6.28
Resident Weekday Now,41,WORK,5.77
Resident Weekday Now,42,WORK,5.5
Resident Weekday Now,43,WORK,5.23
Resident Weekday Now,44,WORK,5.07
Resident Weekday Now,45,WORK,4.66
Resident Weekday Now,46,WORK,4.49
Resident Weekday Now,47,WORK,4.19
Resident Weekday Now,48,WORK,3.98
Resident Weekday Now,1,OTHER,4.03
Resident Weekday Now,2,OTHER,3.93
Resident Weekday Now,3,OTHER,3.71
Resident Weekday Now,4,OTHER,3.62
Resident Weekday Now,5,OTHER,3.51
Resident Weekday Now,6,OTHER,3.48
Resident Weekday Now,7,OTHER,3.37
Resident Weekday Now,8,OTHER,3.41
Resident Weekday Now,9,OTHER,3.4
Resident Weekday Now,10,OTHER,3.47
Resident Weekday Now,11,OTHER,3.62
Resident Weekday Now,12,OTHER,3.96
Resident Weekday Now,13,OTHER,4.41
Resident Weekday Now,14,OTHER,4.92
Resident Weekday Now,15,OTHER,5.42
Resident Weekday Now,16,OTHER,5.93
Resident Weekday Now,17,OTHER,6.39
Resident Weekday Now,18,OTHER,6.86
Resident Weekday Now,19,OTHER,7
Resident Weekday Now,20,OTHER,7.31
Resident Weekday Now,21,OTHER,7.54
Resident Weekday Now,22,OTHER,7.76
Resident Weekday Now,23,OTHER,7.82
Resident Weekday Now,24,OTHER,8.03
Resident Weekday Now,25,OTHER,8.15
Resident Weekday Now,26,OTHER,8.2
Resident Weekday Now,27,OTHER,8.1
Resident Weekday Now,28,OTHER,8.23
Resident Weekday Now,29,OTHER,8.14
Resident Weekday Now,30,OTHER,8.19
Resident Weekday Now,31,OTHER,8.04
Resident Weekday Now,32,OTHER,8.02
Resident Weekday Now,33,OTHER,7.82
Resident Weekday Now,34,OTHER,7.73
Resident Weekday Now,35,OTHER,7.73
Resident Weekday Now,36,OTHER,7.63
Resident Weekday Now,37,OTHER,7.34
Resident Weekday Now,38,OTHER,7.19
Resident Weekday Now,39,OTHER,6.87
Resident Weekday Now,40,OTHER,6.9
Resident Weekday Now,41,OTHER,5.91
Resident Weekday Now,42,OTHER,5.7
Resident Weekday Now,43,OTHER,5.42
Resident Weekday Now,44,OTHER,5.4
Resident Weekday Now,45,OTHER,4.97
Resident Weekday Now,46,OTHER,4.87
Resident Weekday Now,47,OTHER,4.6
Resident Weekday Now,48,OTHER,4.48
Resident Weekend Before,1,HOME,82.83
Resident Weekend Before,2,HOME,84.14
Resident Weekend Before,3,HOME,85.35
Resident Weekend Before,4,HOME,86.16
Resident Weekend Before,5,HOME,86.9
Resident Weekend Before,6,HOME,87.35
Resident Weekend Before,7,HOME,87.66
Resident Weekend Before,8,HOME,87.97
Resident Weekend Before,9,HOME,88.24
Resident Weekend Before,10,HOME,88.3
Resident Weekend Before,11,HOME,88.18
Resident Weekend Before,12,HOME,87.77
Resident Weekend Before,13,HOME,86.99
Resident Weekend Before,14,HOME,85.96
Resident Weekend Before,15,HOME,84.33
Resident Weekend Before,16,HOME,82.76
Resident Weekend Before,17,HOME,80.54
Resident Weekend Before,18,HOME,78.42
Resident Weekend Before,19,HOME,75.53
Resident Weekend Before,20,HOME,73.03
Resident Weekend Before,21,HOME,70.24
Resident Weekend Before,22,HOME,68.21
Resident Weekend Before,23,HOME,66.33
Resident Weekend Before,24,HOME,65.01
Resident Weekend Before,25,HOME,64.06
Resident Weekend Before,26,HOME,63.16
Resident Weekend Before,27,HOME,62.72
Resident Weekend Before,28,HOME,62.41
Resident Weekend Before,29,HOME,62.6
Resident Weekend Before,30,HOME,62.85
Resident Weekend Before,31,HOME,63.32
Resident Weekend Before,32,HOME,63.94
Resident Weekend Before,33,HOME,64.58
Resident Weekend Before,34,HOME,65.16
Resident Weekend Before,35,HOME,65.71
Resident Weekend Before,36,HOME,66.18
Resident Weekend Before,37,HOME,67.02
Resident Weekend Before,38,HOME,67.48
Resident Weekend Before,39,HOME,68.82
Resident Weekend Before,40,HOME,69.48
Resident Weekend Before,41,HOME,71.02
Resident Weekend Before,42,HOME,72.71
Resident Weekend Before,43,HOME,74.8
Resident Weekend Before,44,HOME,76.69
Resident Weekend Before,45,HOME,78.79
Resident Weekend Before,46,HOME,80.75
Resident Weekend Before,47,HOME,82.72
Resident Weekend Before,48,HOME,84.01
Resident Weekend Before,1,WORK,3.89
Resident Weekend Before,2,WORK,3.56
Resident Weekend Before,3,WORK,3.29
Resident Weekend Before,4,WORK,3.12
Resident Weekend Before,5,WORK,2.99
Resident Weekend Before,6,WORK,2.92
Resident Weekend Before,7,WORK,2.86
Resident Weekend Before,8,WORK,2.83
Resident Weekend Before,9,WORK,2.82
Resident Weekend Before,10,WORK,2.87
Resident Weekend Before,11,WORK,3.03
Resident Weekend Before,12,WORK,3.28
Resident Weekend Before,13,WORK,3.75
Resident Weekend Before,14,WORK,4.27
Resident Weekend Before,15,WORK,5.13
Resident Weekend Before,16,WORK,5.78
Resident Weekend Before,17,WORK,6.66
Resident Weekend Before,18,WORK,7.43
Resident Weekend Before,19,WORK,8.37
Resident Weekend Before,20,WORK,9.05
Resident Weekend Before,21,WORK,9.83
Resident Weekend Before,22,WORK,10.31
Resident Weekend Before,23,WORK,10.76
Resident Weekend Before,24,WORK,11.07
Resident Weekend Before,25,WORK,11.34
Resident Weekend Before,26,WORK,11.35
Resident Weekend Before,27,WORK,11.3
Resident Weekend Before,28,WORK,11.27
Resident Weekend Before,29,WORK,11.12
Resident Weekend Before,30,WORK,10.97
Resident Weekend Before,31,WORK,10.81
Resident Weekend Before,32,WORK,10.44
Resident Weekend Before,33,WORK,10.1
Resident Weekend Before,34,WORK,9.73
Resident Weekend Before,35,WORK,9.34
Resident Weekend Before,36,WORK,8.92
Resident Weekend Before,37,WORK,8.29
Resident Weekend Before,38,WORK,7.88
Resident Weekend Before,39,WORK,7.22
Resident Weekend Before,40,WORK,6.9
Resident Weekend Before,41,WORK,6.48
Resident Weekend Before,42,WORK,6.14
Resident Weekend Before,43,WORK,5.77
Resident Weekend Before,44,WORK,5.44
Resident Weekend Before,45,WORK,5.01
Resident Weekend Before,46,WORK,4.68
Resident Weekend Before,47,WORK,4.23
Resident Weekend Before,48,WORK,3.94
Resident Weekend Before,1,OTHER,13.28
Resident Weekend Before,2,OTHER,12.31
Resident Weekend Before,3,OTHER,11.36
Resident Weekend Before,4,OTHER,10.73
Resident Weekend Before,5,OTHER,10.11
Resident Weekend Before,6,OTHER,9.73
Resident Weekend Before,7,OTHER,9.48
Resident Weekend Before,8,OTHER,9.21
Resident Weekend Before,9,OTHER,8.94
Resident Weekend Before,10,OTHER,8.83
Resident Weekend Before,11,OTHER,8.8
Resident Weekend Before,12,OTHER,8.96
Resident Weekend Before,13,OTHER,9.26
Resident Weekend Before,14,OTHER,9.77
Resident Weekend Before,15,OTHER,10.53
Resident Weekend Before,16,OTHER,11.46
Resident Weekend Before,17,OTHER,12.8
Resident Weekend Before,18,OTHER,14.16
Resident Weekend Before,19,OTHER,16.09
Resident Weekend Before,20,OTHER,17.91
Resident Weekend Before,21,OTHER,19.92
Resident Weekend Before,22,OTHER,21.48
Resident Weekend Before,23,OTHER,22.91
Resident Weekend Before,24,OTHER,23.91
Resident Weekend Before,25,OTHER,24.6
Resident Weekend Before,26,OTHER,25.49
Resident Weekend Before,27,OTHER,25.98
Resident Weekend Before,28,OTHER,26.32
Resident Weekend Before,29,OTHER,26.27
Resident Weekend Before,30,OTHER,26.17
Resident Weekend Before,31,OTHER,25.87
Resident Weekend Before,32,OTHER,25.61
Resident Weekend Before,33,OTHER,25.32
Resident Weekend Before,34,OTHER,25.12
Resident Weekend Before,35,OTHER,24.96
Resident Weekend Before,36,OTHER,24.9
Resident Weekend Before,37,OTHER,24.68
Resident Weekend Before,38,OTHER,24.65
Resident Weekend Before,39,OTHER,23.96
Resident Weekend Before,40,OTHER,23.62
Resident Weekend Before,41,OTHER,22.5
Resident Weekend Before,42,OTHER,21.14
Resident Weekend Before,43,OTHER,19.43
Resident Weekend Before,44,OTHER,17.88
Resident Weekend Before,45,OTHER,16.2
Resident Weekend Before,46,OTHER,14.56
Resident Weekend Before,47,OTHER,13.04
Resident Weekend Before,48,OTHER,12.05
Resident Weekend Now,1,HOME,91.35
Resident Weekend Now,2,HOME,91.66
Resident Weekend Now,3,HOME,92.05
Resident Weekend Now,4,HOME,92.16
Resident Weekend Now,5,HOME,92.48
Resident Weekend Now,6,HOME,92.58
Resident Weekend Now,7,HOME,92.77
Resident Weekend Now,8,HOME,92.77
Resident Weekend Now,9,HOME,92.86
Resident Weekend Now,10,HOME,92.79
Resident Weekend Now,11,HOME,92.73
Resident Weekend Now,12,HOME,92.44
Resident Weekend Now,13,HOME,91.86
Resident Weekend Now,14,HOME,91.11
Resident Weekend Now,15,HOME,90.05
Resident Weekend Now,16,HOME,89.28
Resident Weekend Now,17,HOME,88.44
Resident Weekend Now,18,HOME,87.76
Resident Weekend Now,19,HOME,87.1
Resident Weekend Now,20,HOME,86.46
Resident Weekend Now,21,HOME,85.65
Resident Weekend Now,22,HOME,85.17
Resident Weekend Now,23,HOME,84.88
Resident Weekend Now,24,HOME,84.52
Resident Weekend Now,25,HOME,84.32
Resident Weekend Now,26,HOME,84.06
Resident Weekend Now,27,HOME,84.21
Resident Weekend Now,28,HOME,83.98
Resident Weekend Now,29,HOME,83.91
Resident Weekend Now,30,HOME,83.78
Resident Weekend Now,31,HOME,83.88
Resident Weekend Now,32,HOME,83.99
Resident Weekend Now,33,HOME,84.42
Resident Weekend Now,34,HOME,84.79
Resident Weekend Now,35,HOME,85.36
Resident Weekend Now,36,HOME,85.7
Resident Weekend Now,37,HOME,86.23
Resident Weekend Now,38,HOME,86.42
Resident Weekend Now,39,HOME,86.84
Resident Weekend Now,40,HOME,86.94
Resident Weekend Now,41,HOME,88.57
Resident Weekend Now,42,HOME,88.9
Resident Weekend Now,43,HOME,89.46
Resident Weekend Now,44,HOME,89.69
Resident Weekend Now,45,HOME,90.24
Resident Weekend Now,46,HOME,90.49
Resident Weekend Now,47,HOME,91.09
Resident Weekend Now,48,HOME,91.42
Resident Weekend Now,1,WORK,3.75
Resident Weekend Now,2,WORK,3.6
Resident Weekend Now,3,WORK,3.47
Resident Weekend Now,4,WORK,3.41
Resident Weekend Now,5,WORK,3.29
Resident Weekend Now,6,WORK,3.25
Resident Weekend Now,7,WORK,3.21
Resident Weekend Now,8,WORK,3.18
Resident Weekend Now,9,WORK,3.18
Resident Weekend Now,10,WORK,3.23
Resident Weekend Now,11,WORK,3.3
Resident Weekend Now,12,WORK,3.46
Resident Weekend Now,13,WORK,3.8
Resident Weekend Now,14,WORK,4.18
Resident Weekend Now,15,WORK,4.79
Resident Weekend Now,16,WORK,5.17
Resident Weekend Now,17,WORK,5.63
Resident Weekend Now,18,WORK,5.93
Resident Weekend Now,19,WORK,6.27
Resident Weekend Now,20,WORK,6.54
Resident Weekend Now,21,WORK,6.93
Resident Weekend Now,22,WORK,7.08
Resident Weekend Now,23,WORK,7.21
Resident Weekend Now,24,WORK,7.32
Resident Weekend Now,25,WORK,7.38
Resident Weekend Now,26,WORK,7.43
Resident Weekend Now,27,WORK,7.33
Resident Weekend Now,28,WORK,7.31
Resident Weekend Now,29,WORK,7.27
Resident Weekend Now,30,WORK,7.23
Resident Weekend Now,31,WORK,7.13
Resident Weekend Now,32,WORK,6.94
Resident Weekend Now,33,WORK,6.7
Resident Weekend Now,34,WORK,6.51
Resident Weekend Now,35,WORK,6.22
Resident Weekend Now,36,WORK,6.04
Resident Weekend Now,37,WORK,5.87
Resident Weekend Now,38,WORK,5.76
Resident Weekend Now,39,WORK,5.61
Resident Weekend Now,40,WORK,5.54
Resident Weekend Now,41,WORK,5.06
Resident Weekend Now,42,WORK,4.92
Resident Weekend Now,43,WORK,4.69
Resident Weekend Now,44,WORK,4.6
Resident Weekend Now,45,WORK,4.37
Resident Weekend Now,46,WORK,4.22
Resident Weekend Now,47,WORK,3.99
Resident Weekend Now,48,WORK,3.82
Resident Weekend Now,1,OTHER,4.91
Resident Weekend Now,2,OTHER,4.74
Resident Weekend Now,3,OTHER,4.48
Resident Weekend Now,4,OTHER,4.42
Resident Weekend Now,5,OTHER,4.24
Resident Weekend Now,6,OTHER,4.17
Resident Weekend Now,7,OTHER,4.02
Resident Weekend Now,8,OTHER,4.05
Resident Weekend Now,9,OTHER,3.96
Resident Weekend Now,10,OTHER,3.98
Resident Weekend Now,11,OTHER,3.97
Resident Weekend Now,12,OTHER,4.1
Resident Weekend Now,13,OTHER,4.33
Resident Weekend Now,14,OTHER,4.71
Resident Weekend Now,15,OTHER,5.16
Resident Weekend Now,16,OTHER,5.56
Resident Weekend Now,17,OTHER,5.93
Resident Weekend Now,18,OTHER,6.3
Resident Weekend Now,19,OTHER,6.62
Resident Weekend Now,20,OTHER,7
Resident Weekend Now,21,OTHER,7.41
Resident Weekend Now,22,OTHER,7.75
Resident Weekend Now,23,OTHER,7.91
Resident Weekend Now,24,OTHER,8.16
Resident Weekend Now,25,OTHER,8.29
Resident Weekend Now,26,OTHER,8.51
Resident Weekend Now,27,OTHER,8.46
Resident Weekend Now,28,OTHER,8.71
Resident Weekend Now,29,OTHER,8.82
Resident Weekend Now,30,OTHER,8.99
Resident Weekend Now,31,OTHER,8.99
Resident Weekend Now,32,OTHER,9.08
Resident Weekend Now,33,OTHER,8.88
Resident Weekend Now,34,OTHER,8.7
Resident Weekend Now,35,OTHER,8.41
Resident Weekend Now,36,OTHER,8.26
Resident Weekend Now,37,OTHER,7.9
Resident Weekend Now,38,OTHER,7.82
Resident Weekend Now,39,OTHER,7.56
Resident Weekend Now,40,OTHER,7.52
Resident Weekend Now,41,OTHER,6.37
Resident Weekend Now,42,OTHER,6.18
Resident Weekend Now,43,OTHER,5.85
Resident Weekend Now,44,OTHER,5.71
Resident Weekend Now,45,OTHER,5.39
Resident Weekend Now,46,OTHER,5.29
Resident Weekend Now,47,OTHER,4.92
Resident Weekend Now,48,OTHER,4.76
Visitor Weekday Before,1,HOME,78.57982875
Visitor Weekday Before,2,HOME,79.39080023
Visitor Weekday Before,3,HOME,80.15901066
Visitor Weekday Before,4,HOME,80.68602511
Visitor Weekday Before,5,HOME,81.06986876
Visitor Weekday Before,6,HOME,81.33090135
Visitor Weekday Before,7,HOME,81.56653452
Visitor Weekday Before,8,HOME,81.58323386
Visitor Weekday Before,9,HOME,81.32090664
Visitor Weekday Before,10,HOME,80.7132755
Visitor Weekday Before,11,HOME,79.5261529
Visitor Weekday Before,12,HOME,77.66923076
Visitor Weekday Before,13,HOME,74.72462226
Visitor Weekday Before,14,HOME,71.16467028
Visitor Weekday Before,15,HOME,65.14351281
Visitor Weekday Before,16,HOME,57.72082141
Visitor Weekday Before,17,HOME,50.87387614
Visitor Weekday Before,18,HOME,45.76092429
Visitor Weekday Before,19,HOME,41.97343721
Visitor Weekday Before,20,HOME,39.64781786
Visitor Weekday Before,21,HOME,37.90529294
Visitor Weekday Before,22,HOME,36.73176847
Visitor Weekday Before,23,HOME,35.93676468
Visitor Weekday Before,24,HOME,35.38037038
Visitor Weekday Before,25,HOME,35.27390681
Visitor Weekday Before,26,HOME,35.15305319
Visitor Weekday Before,27,HOME,35.31890456
Visitor Weekday Before,28,HOME,35.55830698
Visitor Weekday Before,29,HOME,35.99781551
Visitor Weekday Before,30,HOME,37.46233864
Visitor Weekday Before,31,HOME,39.91190753
Visitor Weekday Before,32,HOME,42.4405529
Visitor Weekday Before,33,HOME,45.05953033
Visitor Weekday Before,34,HOME,47.80998272
Visitor Weekday Before,35,HOME,51.19221177
Visitor Weekday Before,36,HOME,53.83487088
Visitor Weekday Before,37,HOME,55.76140102
Visitor Weekday Before,38,HOME,56.43188281
Visitor Weekday Before,39,HOME,58.63672313
Visitor Weekday Before,40,HOME,59.63131576
Visitor Weekday Before,41,HOME,62.02899582
Visitor Weekday Before,42,HOME,64.37726445
Visitor Weekday Before,43,HOME,67.20762664
Visitor Weekday Before,44,HOME,69.33478534
Visitor Weekday Before,45,HOME,71.61189673
Visitor Weekday Before,46,HOME,72.85664116
Visitor Weekday Before,47,HOME,74.78749921
Visitor Weekday Before,48,HOME,75.67755781
Visitor Weekday Before,1,WORK,5.445931016
Visitor Weekday Before,2,WORK,5.115182609
Visitor Weekday Before,3,WORK,4.849115637
Visitor Weekday Before,4,WORK,4.656533687
Visitor Weekday Before,5,WORK,4.521763341
Visitor Weekday Before,6,WORK,4.430912678
Visitor Weekday Before,7,WORK,4.388766946
Visitor Weekday Before,8,WORK,4.390453354
Visitor Weekday Before,9,WORK,4.504572763
Visitor Weekday Before,10,WORK,4.730872843
Visitor Weekday Before,11,WORK,5.229812491
Visitor Weekday Before,12,WORK,6.077507128
Visitor Weekday Before,13,WORK,7.859848994
Visitor Weekday Before,14,WORK,10.07722741
Visitor Weekday Before,15,WORK,14.6814123
Visitor Weekday Before,16,WORK,20.86791139
Visitor Weekday Before,17,WORK,26.95103659
Visitor Weekday Before,18,WORK,31.22605972
Visitor Weekday Before,19,WORK,34.65090229
Visitor Weekday Before,20,WORK,36.32506733
Visitor Weekday Before,21,WORK,37.37505816
Visitor Weekday Before,22,WORK,38.11413229
Visitor Weekday Before,23,WORK,38.57935498
Visitor Weekday Before,24,WORK,38.59984293
Visitor Weekday Before,25,WORK,38.14604614
Visitor Weekday Before,26,WORK,37.86976484
Visitor Weekday Before,27,WORK,38.15640247
Visitor Weekday Before,28,WORK,38.12640811
Visitor Weekday Before,29,WORK,37.98594351
Visitor Weekday Before,30,WORK,36.37298907
Visitor Weekday Before,31,WORK,34.22063401
Visitor Weekday Before,32,WORK,31.36514192
Visitor Weekday Before,33,WORK,28.20003319
Visitor Weekday Before,34,WORK,24.73319951
Visitor Weekday Before,35,WORK,20.10062393
Visitor Weekday Before,36,WORK,16.70399758
Visitor Weekday Before,37,WORK,14.18542055
Visitor Weekday Before,38,WORK,12.74766018
Visitor Weekday Before,39,WORK,11.28881529
Visitor Weekday Before,40,WORK,10.70108359
Visitor Weekday Before,41,WORK,10.0072606
Visitor Weekday Before,42,WORK,9.504966057
Visitor Weekday Before,43,WORK,8.848039778
Visitor Weekday Before,44,WORK,8.323775975
Visitor Weekday Before,45,WORK,7.57431929
Visitor Weekday Before,46,WORK,7.145082894
Visitor Weekday Before,47,WORK,6.468168596
Visitor Weekday Before,48,WORK,6.066941841
Visitor Weekday Before,1,OTHER,15.97424023
