ZONE,COUNTY,MODE,TRIPS
786,Hillsborough County,SHUTTLE VANPOOL,5772.69
787,Hillsborough County,AUTO,7578.05
788,Hillsborough County,AUTO,164.84
789,Hillsborough County,AUTO,4743.03
791,Hillsborough County,AUTO,7102.58
791,Hillsborough County,BIKE,356.73
791,Hillsborough County,WALK,98.85
792,Hillsborough County,AUTO,6191.7
792,Hillsborough County,WALK,116.29
793,Hillsborough County,AUTO,32583.66
793,Hillsborough County,SCHOOL BUS,1875.56
793,Hillsborough County,SHUTTLE VANPOOL,1924.23
793,Hillsborough County,WALK,3751.11
794,Hillsborough County,AUTO,3081.39
794,Hillsborough County,SCHOOL BUS,1875.56
794,Hillsborough County,SHUTTLE VANPOOL,3848.46
794,Hillsborough County,TRANSIT,696.07
794,Hillsborough County,WALK,205.53
795,Hillsborough County,AUTO,14808.05
795,Hillsborough County,WALK,5345.29
796,Hillsborough County,AUTO,264.47
797,Hillsborough County,AUTO,482.63
798,Hillsborough County,AUTO,1815.62
798,Hillsborough County,WALK,32.34
799,Hillsborough County,AUTO,3253.45
800,Hillsborough County,AUTO,910.44
800,Hillsborough County,WALK,405.34
801,Hillsborough County,AUTO,5263.88
802,Hillsborough County,AUTO,17768.05
802,Hillsborough County,SCHOOL BUS,1946.98
803,Hillsborough County,AUTO,4931.05
803,Hillsborough County,CAR SHARE,641.42
805,Hillsborough County,AUTO,10874.52
806,Hillsborough County,AUTO,1667.58
807,Hillsborough County,AUTO,29967.31
807,Hillsborough County,WALK,16504.12
808,Hillsborough County,AUTO,1584.34
809,Hillsborough County,AUTO,7740.85
810,Hillsborough County,AUTO,6846.1
811,Hillsborough County,AUTO,10929.96
811,Hillsborough County,WALK,1288.81
812,Hillsborough County,AUTO,12914.9
812,Hillsborough County,SCHOOL BUS,1984.28
812,Hillsborough County,WALK,23191.55
813,Hillsborough County,AUTO,2585.73
813,Hillsborough County,BIKE,641.42
813,Hillsborough County,WALK,114.55
814,Hillsborough County,AUTO,14368.24
814,Hillsborough County,BIKE,641.42
814,Hillsborough County,WALK,533.28
815,Hillsborough County,AUTO,2488.11
816,Hillsborough County,AUTO,729.69
817,Hillsborough County,AUTO,19467.48
817,Hillsborough County,WALK,394.05
818,Hillsborough County,AUTO,5943.44
818,Hillsborough County,SCHOOL BUS,32.11
818,Hillsborough County,WALK,199.99
819,Hillsborough County,AUTO,14466.96
819,Hillsborough County,SCHOOL BUS,1.18
819,Hillsborough County,SHUTTLE VANPOOL,1.18
820,Hillsborough County,AUTO,187.85
821,Hillsborough County,AUTO,5068.79
822,Hillsborough County,AUTO,6338.54
822,Hillsborough County,SCHOOL BUS,583.61
823,Hillsborough County,AUTO,7320.08
824,Hillsborough County,AUTO,9626.04
824,Hillsborough County,BIKE SHARE,63.2
824,Hillsborough County,WALK,13101.97
825,Hillsborough County,AUTO,2578.29
825,Hillsborough County,TRANSIT,221.79
825,Hillsborough County,WALK,114.5
826,Hillsborough County,AUTO,13699.44
826,Hillsborough County,SCHOOL BUS,1576.58
826,Hillsborough County,WALK,4239.74
827,Hillsborough County,AUTO,38.91
828,Hillsborough County,AUTO,56043.69
828,Hillsborough County,BIKE,6958.4
828,Hillsborough County,WALK,5174.79
829,Hillsborough County,AUTO,283.36
830,Hillsborough County,AUTO,1210.1
831,Hillsborough County,AUTO,213.08
832,Hillsborough County,AUTO,24651.4
832,Hillsborough County,OTHER,13.9
832,Hillsborough County,WALK,6550.98
833,Hillsborough County,AUTO,8334.31
833,Hillsborough County,WALK,78.44
834,Hillsborough County,AUTO,4121.99
834,Hillsborough County,BIKE,5113.08
834,Hillsborough County,SCHOOL BUS,1576.58
834,Hillsborough County,WALK,166.88
835,Hillsborough County,AUTO,42524.05
836,Hillsborough County,AUTO,194.29
837,Hillsborough County,AUTO,3605.64
839,Hillsborough County,AUTO,9818.9
839,Hillsborough County,BIKE,685.62
839,Hillsborough County,OTHER,26.35
839,Hillsborough County,WALK,685.62
840,Hillsborough County,AUTO,485.75
844,Hillsborough County,AUTO,1720.48
845,Hillsborough County,AUTO,229.23
846,Hillsborough County,AUTO,1794.9
847,Hillsborough County,AUTO,694.51
848,Hillsborough County,AUTO,11168.11
848,Hillsborough County,BIKE,1721.69
848,Hillsborough County,WALK,156.52
849,Hillsborough County,AUTO,2634.54
849,Hillsborough County,BIKE,0.84
850,Hillsborough County,AUTO,3123.75
851,Hillsborough County,AUTO,3700.04
852,Hillsborough County,AUTO,624.59
853,Hillsborough County,AUTO,1197.25
854,Hillsborough County,AUTO,75.1
855,Hillsborough County,AUTO,1606.37
855,Hillsborough County,SCHOOL BUS,320.99
855,Hillsborough County,TRANSIT,110.89
855,Hillsborough County,WALK,53.42
856,Hillsborough County,AUTO,2454.56
856,Hillsborough County,WALK,151.75
857,Hillsborough County,AUTO,771.02
857,Hillsborough County,BIKE,433.6
857,Hillsborough County,OTHER,348.04
858,Hillsborough County,AUTO,25083.18
858,Hillsborough County,OTHER,709.17
859,Hillsborough County,AUTO,19653.15
859,Hillsborough County,BIKE,23.55
859,Hillsborough County,OTHER,5115.7
859,Hillsborough County,WALK,2077.28
860,Hillsborough County,AUTO,9468.62
860,Hillsborough County,BIKE,1289.58
860,Hillsborough County,OTHER,6438.93
860,Hillsborough County,WALK,4522.18
861,Hillsborough County,AUTO,15567.74
861,Hillsborough County,BIKE,1224.56
861,Hillsborough County,OTHER,1238.23
861,Hillsborough County,TRANSIT,1044.19
861,Hillsborough County,WALK,3117.56
862,Hillsborough County,AUTO,3011.76
863,Hillsborough County,AUTO,2357.71
864,Hillsborough County,AUTO,25377.17
864,Hillsborough County,OTHER,628.85
864,Hillsborough County,WALK,239.33
865,Hillsborough County,AUTO,5756.18
866,Hillsborough County,AUTO,13.9
867,Hillsborough County,AUTO,3468.83
868,Hillsborough County,AUTO,2455.55
869,Hillsborough County,OTHER,203.21
870,Hillsborough County,AUTO,3118.37
870,Hillsborough County,WALK,208.33
871,Hillsborough County,AUTO,22233.62
871,Hillsborough County,OTHER,1073.66
871,Hillsborough County,TRANSIT,2665.91
871,Hillsborough County,WALK,1891.66
872,Hillsborough County,AUTO,4618.69
872,Hillsborough County,OTHER,5008.79
872,Hillsborough County,WALK,232.27
873,Hillsborough County,AUTO,10078.3
873,Hillsborough County,BIKE,229.43
873,Hillsborough County,OTHER,870.94
873,Hillsborough County,TRANSIT,203.21
873,Hillsborough County,WALK,2307.63
874,Hillsborough County,AUTO,4497.75
874,Hillsborough County,BIKE,229.43
874,Hillsborough County,OTHER,2668.26
874,Hillsborough County,WALK,597.04
875,Hillsborough County,AUTO,5926.45
875,Hillsborough County,OTHER,396.24
875,Hillsborough County,WALK,431.5
876,Hillsborough County,AUTO,891.71
876,Hillsborough County,OTHER,115.85
876,Hillsborough County,SCHOOL BUS,159.91
877,Hillsborough County,AUTO,564.44
877,Hillsborough County,WALK,2917.24
878,Hillsborough County,AUTO,626.28
879,Hillsborough County,AUTO,267.57
880,Hillsborough County,AUTO,315.68
881,Hillsborough County,AUTO,3742.74
881,Hillsborough County,OTHER,150.23
882,Hillsborough County,AUTO,474.6
883,Hillsborough County,AUTO,1932.39
883,Hillsborough County,SCHOOL BUS,159.91
884,Hillsborough County,AUTO,70.45
884,Hillsborough County,WALK,70.45
1001,Pinellas County,AUTO,1573.46
1001,Pinellas County,SCHOOL BUS,153.21
1003,Pinellas County,AUTO,1419.31
1004,Pinellas County,AUTO,800.68
1006,Pinellas County,AUTO,19516.71
1006,Pinellas County,WALK,1.28
1007,Pinellas County,AUTO,3778.5
1007,Pinellas County,WALK,294.39
1008,Pinellas County,AUTO,278.79
1009,Pinellas County,AUTO,8597.67
1009,Pinellas County,BIKE,303.77
1010,Pinellas County,AUTO,5094.86
1010,Pinellas County,OTHER,2886.88
1011,Pinellas County,AUTO,2620.69
1013,Pinellas County,AUTO,115.75
1014,Pinellas County,AUTO,7040.02
1014,Pinellas County,BIKE,82.22
1014,Pinellas County,SCHOOL BUS,153.21
1014,Pinellas County,WALK,246.65
1015,Pinellas County,AUTO,816.15
1016,Pinellas County,AUTO,1219.05
1017,Pinellas County,AUTO,357.95
1018,Pinellas County,AUTO,5619.36
1018,Pinellas County,WALK,126.84
1019,Pinellas County,AUTO,5319.56
1019,Pinellas County,WALK,217.2
1020,Pinellas County,AUTO,976.94
1021,Pinellas County,AUTO,3670.48
1021,Pinellas County,WALK,534.26
1022,Pinellas County,AUTO,381.01
1022,Pinellas County,TRANSIT,55.72
1023,Pinellas County,AUTO,3512.87
1024,Pinellas County,AUTO,7211.39
1025,Pinellas County,AUTO,3320.39
1025,Pinellas County,BIKE,118.58
1025,Pinellas County,WALK,452.88
1026,Pinellas County,AUTO,1345.17
1026,Pinellas County,WALK,2042.58
1027,Pinellas County,AUTO,700.01
1028,Pinellas County,AUTO,2347
1029,Pinellas County,AUTO,589.64
1030,Pinellas County,AUTO,1030.37
1030,Pinellas County,SCHOOL BUS,247.05
1030,Pinellas County,WALK,82.35
1031,Pinellas County,AUTO,8260.33
1031,Pinellas County,WALK,9.54
1032,Pinellas County,AUTO,196.55
1033,Pinellas County,AUTO,2473.5
1033,Pinellas County,TAXI NOT TNC,104.93
1033,Pinellas County,WALK,760.62
1034,Pinellas County,AUTO,5878.39
1034,Pinellas County,BIKE,303.77
1034,Pinellas County,WALK,197.24
1035,Pinellas County,AUTO,38403.08
1035,Pinellas County,SCHOOL BUS,175.25
1035,Pinellas County,WALK,2636.85
1036,Pinellas County,AUTO,6103.15
1036,Pinellas County,BIKE,199.13
1036,Pinellas County,WALK,1002
1037,Pinellas County,AUTO,8028.25
1038,Pinellas County,AUTO,61.82
1039,Pinellas County,AUTO,7318.72
1039,Pinellas County,WALK,657.3
1040,Pinellas County,AUTO,2163.96
1041,Pinellas County,AUTO,10216.07
1041,Pinellas County,WALK,102.51
1042,Pinellas County,AUTO,10438.32
1042,Pinellas County,WALK,32.56
1043,Pinellas County,AUTO,3732.87
1044,Pinellas County,AUTO,120.45
1045,Pinellas County,AUTO,3227.7
1046,Pinellas County,AUTO,8033.87
1046,Pinellas County,WALK,5466.94
1047,Pinellas County,AUTO,247.7
1047,Pinellas County,WALK,99.86
1048,Pinellas County,BIKE,39.53
1049,Pinellas County,AUTO,4508.56
1049,Pinellas County,WALK,3361.24
1050,Pinellas County,AUTO,776.74
1051,Pinellas County,AUTO,16959.28
1051,Pinellas County,WALK,228.62
1052,Pinellas County,AUTO,903.54
1052,Pinellas County,BIKE,108.79
1052,Pinellas County,WALK,228.62
1053,Pinellas County,AUTO,14919.98
1053,Pinellas County,SCHOOL BUS,306.42
1054,Pinellas County,AUTO,4717.87
1055,Pinellas County,AUTO,5242.55
1056,Pinellas County,AUTO,9862.82
1056,Pinellas County,OTHER,1913.24
1057,Pinellas County,AUTO,8579.54
1057,Pinellas County,OTHER,1913.24
1057,Pinellas County,SHUTTLE VANPOOL,85.03
1058,Pinellas County,AUTO,6770.06
1058,Pinellas County,BIKE,1199.84
1058,Pinellas County,WALK,801.46
1059,Pinellas County,AUTO,2934.93
1060,Pinellas County,AUTO,9292.48
1060,Pinellas County,SCHOOL BUS,2.49
1060,Pinellas County,WALK,98.6
1061,Pinellas County,AUTO,7698.99
1062,Pinellas County,AUTO,1038.7
1062,Pinellas County,OTHER,98.27
1062,Pinellas County,WALK,626.41
1063,Pinellas County,AUTO,4679.61
1064,Pinellas County,AUTO,3198.76
1065,Pinellas County,AUTO,7333.5
1065,Pinellas County,TRANSIT,1011.7
1065,Pinellas County,WALK,2279.78
1066,Pinellas County,AUTO,1270.91
1066,Pinellas County,WALK,1648.56
1067,Pinellas County,AUTO,347.16
1068,Pinellas County,AUTO,2119.14
1069,Pinellas County,AUTO,2585.02
1069,Pinellas County,WALK,239.06
1070,Pinellas County,AUTO,17144.82
1071,Pinellas County,AUTO,11833.53
1072,Pinellas County,AUTO,7676.12
1072,Pinellas County,WALK,3145.19
1073,Pinellas County,AUTO,6809.4
1074,Pinellas County,AUTO,3522.72
1075,Pinellas County,AUTO,21082.3
1076,Pinellas County,AUTO,2536.62
1076,Pinellas County,TRANSIT,606.67
1076,Pinellas County,WALK,4944.22
1077,Pinellas County,AUTO,643.38
1078,Pinellas County,AUTO,1292.92
1078,Pinellas County,WALK,1284.23
1079,Pinellas County,AUTO,4611.78
1080,Pinellas County,AUTO,11129.48
1080,Pinellas County,BIKE,145.16
1080,Pinellas County,WALK,3648.26
1081,Pinellas County,AUTO,6936.63
1081,Pinellas County,OTHER,152.61
1082,Pinellas County,AUTO,1441.35
1082,Pinellas County,BIKE,88.22
1083,Pinellas County,AUTO,46
1084,Pinellas County,AUTO,693.71
1085,Pinellas County,AUTO,23884.07
1085,Pinellas County,OTHER,25385.27
1085,Pinellas County,WALK,4823.74
1086,Pinellas County,AUTO,792.8
1087,Pinellas County,AUTO,11734.46
1087,Pinellas County,BIKE,158.85
1087,Pinellas County,WALK,4585.6
1088,Pinellas County,AUTO,12949.09
1088,Pinellas County,WALK,4099.99
1089,Pinellas County,AUTO,10323.03
1089,Pinellas County,BIKE,79.15
1090,Pinellas County,AUTO,6352.36
1091,Pinellas County,AUTO,21142.14
1091,Pinellas County,WALK,788.12
1092,Pinellas County,AUTO,9715.09
1093,Pinellas County,AUTO,3760.81
1093,Pinellas County,BIKE,164.43
1093,Pinellas County,TRANSIT,55.72
1093,Pinellas County,WALK,569.93
1094,Pinellas County,AUTO,246.91
1094,Pinellas County,TRANSIT,24.4
1095,Pinellas County,AUTO,26570.5
1095,Pinellas County,WALK,775.62
1096,Pinellas County,TRANSIT,125.15
1097,Pinellas County,AUTO,4843.43
1097,Pinellas County,WALK,669.7
1098,Pinellas County,AUTO,6418.64
1098,Pinellas County,WALK,230.03
1099,Pinellas County,AUTO,34715.53
1099,Pinellas County,TRANSIT,106.51
1099,Pinellas County,WALK,404.34
1100,Pinellas County,AUTO,1215.57
1100,Pinellas County,LONG DIST PASS,712.87
1100,Pinellas County,WALK,589.35
1101,Pinellas County,AUTO,4254.84
1101,Pinellas County,WALK,397.17
1102,Pinellas County,AUTO,7055.88
1102,Pinellas County,SCHOOL BUS,164.7
1103,Pinellas County,AUTO,1956.36
1103,Pinellas County,TNC,238.05
1104,Pinellas County,AUTO,458.14
1104,Pinellas County,WALK,357.99
1105,Pinellas County,AUTO,8323.56
1105,Pinellas County,WALK,2714.27
1106,Pinellas County,AUTO,8076.65
1106,Pinellas County,WALK,399.14
1107,Pinellas County,AUTO,6829.64
1107,Pinellas County,WALK,300.47
1108,Pinellas County,AUTO,340.36
1108,Pinellas County,BIKE,51.15
1109,Pinellas County,AUTO,4945.53
1109,Pinellas County,WALK,2.22
1110,Pinellas County,AUTO,2363.2
1110,Pinellas County,WALK,1392.69
1111,Pinellas County,AUTO,24215.45
1111,Pinellas County,WALK,2258.63
1112,Pinellas County,AUTO,941.52
1113,Pinellas County,AUTO,16636.62
1113,Pinellas County,WALK,18.45
1114,Pinellas County,AUTO,4127.43
1115,Pinellas County,AUTO,12504.99
1115,Pinellas County,SCHOOL BUS,204.45
1116,Pinellas County,AUTO,20698.18
1116,Pinellas County,WALK,1411.38
1117,Pinellas County,AUTO,3362.96
1117,Pinellas County,WALK,906.6
1118,Pinellas County,AUTO,500.91
1119,Pinellas County,AUTO,6342.86
1120,Pinellas County,AUTO,4507.88
1120,Pinellas County,BIKE,3290.38
1121,Pinellas County,AUTO,653.17
1122,Pinellas County,AUTO,4626.05
1122,Pinellas County,WALK,210.8
1123,Pinellas County,AUTO,5534.56
1123,Pinellas County,BIKE,586.56
1123,Pinellas County,SCHOOL BUS,3482.2
1123,Pinellas County,TRANSIT,1846.29
1124,Pinellas County,AUTO,1048.3
1124,Pinellas County,WALK,422.33
1125,Pinellas County,AUTO,10339.72
1125,Pinellas County,BIKE,102.88
1125,Pinellas County,WALK,18710.45
1126,Pinellas County,AUTO,5857.67
1126,Pinellas County,BIKE,2258.85
1126,Pinellas County,WALK,124.88
1127,Pinellas County,AUTO,3453.81
1128,Pinellas County,AUTO,459.26
1128,Pinellas County,BIKE,2229.49
1129,Pinellas County,AUTO,7536.13
1129,Pinellas County,BIKE,1173.11
1129,Pinellas County,WALK,86.5
1130,Pinellas County,AUTO,1637.71
1131,Pinellas County,AUTO,1062.64
1131,Pinellas County,BIKE,25.58
1131,Pinellas County,TRANSIT,38.97
1132,Pinellas County,AUTO,3985.7
1132,Pinellas County,WALK,2453.02
1133,Pinellas County,AUTO,1691.03
1133,Pinellas County,OTHER,39.53
1134,Pinellas County,AUTO,1310.4
1135,Pinellas County,AUTO,8378.26
1135,Pinellas County,WALK,3826.47
1136,Pinellas County,AUTO,2772.31
1136,Pinellas County,OTHER,39.53
1137,Pinellas County,AUTO,3249.95
1137,Pinellas County,BIKE,40.93
1137,Pinellas County,WALK,5501.75
1138,Pinellas County,AUTO,979.97
1138,Pinellas County,WALK,410.59
1139,Pinellas County,AUTO,9816.08
1139,Pinellas County,BIKE,125.15
1140,Pinellas County,AUTO,15347.66
1141,Pinellas County,AUTO,8782.55
1141,Pinellas County,SCHOOL BUS,1238.38
1141,Pinellas County,WALK,115.63
1142,Pinellas County,AUTO,3306.46
1143,Pinellas County,AUTO,6502.81
1143,Pinellas County,WALK,40.93
1144,Pinellas County,AUTO,21590.95
1144,Pinellas County,BIKE,122.78
1144,Pinellas County,OTHER,238.29
1144,Pinellas County,WALK,1594.41
1145,Pinellas County,AUTO,1300.81
1146,Pinellas County,AUTO,33180.1
1146,Pinellas County,WALK,12768.91
1147,Pinellas County,AUTO,16641.9
1147,Pinellas County,WALK,4394.57
1148,Pinellas County,AUTO,4738.69
1149,Pinellas County,AUTO,8729.6
1149,Pinellas County,WALK,7892.8
1150,Pinellas County,AUTO,1323.26
1150,Pinellas County,BIKE,98.62
1150,Pinellas County,WALK,411.74
1151,Pinellas County,AUTO,622.27
1152,Pinellas County,AUTO,19574.66
1152,Pinellas County,WALK,413.53
1153,Pinellas County,AUTO,5219.54
1154,Pinellas County,AUTO,4921.89
1155,Pinellas County,AUTO,3600.94
1156,Pinellas County,AUTO,5876.59
1156,Pinellas County,WALK,2273.39
1157,Pinellas County,AUTO,8540.26
1157,Pinellas County,BIKE,213.02
1157,Pinellas County,WALK,15089.07
1158,Pinellas County,AUTO,9770.52
1159,Pinellas County,AUTO,7677.94
1160,Pinellas County,WALK,2257.4
1161,Pinellas County,AUTO,632.91
1161,Pinellas County,TNC,56.73
1161,Pinellas County,WALK,172.36
1162,Pinellas County,AUTO,4399.26
1162,Pinellas County,BIKE,98.62
1162,Pinellas County,TRANSIT,55.72
1162,Pinellas County,WALK,790.66
1163,Pinellas County,AUTO,7035.23
1163,Pinellas County,WALK,84.02
1164,Pinellas County,AUTO,7290.73
1166,Pinellas County,AUTO,1139.45
1167,Pinellas County,AUTO,2035.49
1167,Pinellas County,TRANSIT,106.51
1168,Pinellas County,AUTO,20554.19
1168,Pinellas County,TNC,140.69
1168,Pinellas County,WALK,4796.41
1169,Pinellas County,AUTO,13250.34
1170,Pinellas County,AUTO,2997.72
1171,Pinellas County,AUTO,10684.71
1172,Pinellas County,AUTO,6888.38
1173,Pinellas County,AUTO,9990.01
1173,Pinellas County,WALK,1491.94
1174,Pinellas County,AUTO,3049.89
1175,Pinellas County,AUTO,1579.92
1175,Pinellas County,SCHOOL BUS,246.71
1176,Pinellas County,AUTO,4488.57
1176,Pinellas County,TRANSIT,3290.38
1176,Pinellas County,WALK,73.74
1177,Pinellas County,AUTO,1342.93
1177,Pinellas County,WALK,163.3
1178,Pinellas County,AUTO,542.02
1179,Pinellas County,AUTO,4584.28
1179,Pinellas County,TAXI NOT TNC,106.51
1180,Pinellas County,AUTO,1817.27
1181,Pinellas County,AUTO,50.69
1182,Pinellas County,AUTO,21641.27
1182,Pinellas County,TRANSIT,24.4
1183,Pinellas County,AUTO,394.82
1183,Pinellas County,WALK,201.63
1184,Pinellas County,AUTO,3158.96
1184,Pinellas County,BIKE,6118.32
1184,Pinellas County,TRANSIT,184.43
1185,Pinellas County,AUTO,3107.34
1186,Pinellas County,AUTO,44198.39
1186,Pinellas County,BIKE,8657.86
1186,Pinellas County,SCHOOL BUS,3482.2
1186,Pinellas County,WALK,3648.26
1187,Pinellas County,AUTO,2450.63
1188,Pinellas County,AUTO,5259.2
1188,Pinellas County,WALK,1757.34
1189,Pinellas County,AUTO,19783.88
1189,Pinellas County,BIKE,125.15
1189,Pinellas County,TNC,812.7
1190,Pinellas County,AUTO,17290.4
1191,Pinellas County,AUTO,6115.78
1191,Pinellas County,BIKE,102.03
1191,Pinellas County,WALK,600.34
1192,Pinellas County,AUTO,18079.89
1192,Pinellas County,TNC,812.7
1192,Pinellas County,WALK,902.65
1193,Pinellas County,AUTO,6564.79
1193,Pinellas County,BIKE,105.4
1193,Pinellas County,WALK,152.42
1194,Pinellas County,AUTO,2104.55
1194,Pinellas County,TRANSIT,537.82
1194,Pinellas County,WALK,387
1195,Pinellas County,AUTO,2490.83
1195,Pinellas County,BIKE,42.88
1195,Pinellas County,WALK,1643.78
1196,Pinellas County,AUTO,2132.82
1196,Pinellas County,WALK,3805.11
1197,Pinellas County,AUTO,15731.68
1197,Pinellas County,TRANSIT,861.1
1197,Pinellas County,WALK,3026.93
1199,Pinellas County,AUTO,297.87
1200,Pinellas County,AUTO,151
1201,Pinellas County,AUTO,208.68
1203,Pinellas County,AUTO,598.27
1203,Pinellas County,WALK,303.01
1204,Pinellas County,AUTO,50.69
1205,Pinellas County,AUTO,115.48
1205,Pinellas County,TAXI NOT TNC,181.33
1205,Pinellas County,TNC,974.64
1206,Pinellas County,AUTO,10641.9
1206,Pinellas County,WALK,100.82
1207,Pinellas County,AUTO,897.57
1208,Pinellas County,AUTO,5519.9
1208,Pinellas County,WALK,118.46
1209,Pinellas County,AUTO,2928.22
1210,Pinellas County,AUTO,1050.56
1211,Pinellas County,AUTO,2562.76
1211,Pinellas County,TRANSIT,38.97
1212,Pinellas County,AUTO,4286.87
1213,Pinellas County,AUTO,10110.69
1214,Pinellas County,AUTO,7566.58
1214,Pinellas County,WALK,1762.17
1215,Pinellas County,AUTO,5080.87
1215,Pinellas County,OTHER,312.77
1216,Pinellas County,AUTO,4482.01
1216,Pinellas County,TRANSIT,1380.06
1216,Pinellas County,WALK,483.39
1217,Pinellas County,AUTO,8424.43
1217,Pinellas County,CAR SHARE,27
1217,Pinellas County,TRANSIT,758.35
1217,Pinellas County,WALK,42.19
1218,Pinellas County,AUTO,627.55
1219,Pinellas County,AUTO,366.93
1220,Pinellas County,AUTO,101.67
1220,Pinellas County,WALK,237.92
1221,Pinellas County,AUTO,5712.01
1221,Pinellas County,TRANSIT,732.82
1222,Pinellas County,AUTO,106.29
1223,Pinellas County,AUTO,3597.36
1224,Pinellas County,AUTO,771.36
1225,Pinellas County,AUTO,15667.16
1225,Pinellas County,OTHER,115.85
1226,Pinellas County,AUTO,2671.35
1226,Pinellas County,BIKE,102.03
1227,Pinellas County,AUTO,7031.21
1227,Pinellas County,BIKE,106.51
1228,Pinellas County,AUTO,18105.2
1228,Pinellas County,BIKE,250.31
1228,Pinellas County,TAXI NOT TNC,181.33
1228,Pinellas County,WALK,520.82
1229,Pinellas County,AUTO,4320.31
1230,Pinellas County,AUTO,200.5
1231,Pinellas County,AUTO,108.38
1231,Pinellas County,TRANSIT,237.92
1231,Pinellas County,WALK,237.92
1232,Pinellas County,AUTO,8782.78
1232,Pinellas County,TRANSIT,732.82
1232,Pinellas County,WALK,732.82
1233,Pinellas County,AUTO,2.91
1233,Pinellas County,TNC,974.64
1233,Pinellas County,TRANSIT,861.1
1233,Pinellas County,WALK,3435.75
1234,Pinellas County,AUTO,3125.14
1234,Pinellas County,WALK,206.04
1235,Pinellas County,AUTO,4815.03
1236,Pinellas County,AUTO,1987.08
1236,Pinellas County,WALK,2803.48
1237,Pinellas County,AUTO,5571.59
1238,Pinellas County,AUTO,2935.45
1239,Pinellas County,AUTO,1553.72
1239,Pinellas County,OTHER,210.8
1239,Pinellas County,WALK,886.47
1240,Pinellas County,AUTO,607
1240,Pinellas County,BIKE,6392.54
1240,Pinellas County,WALK,197.89
1242,Pinellas County,AUTO,3281.68
1243,Pinellas County,AUTO,2571.15
1244,Pinellas County,AUTO,4968.12
1245,Pinellas County,AUTO,18360.54
1245,Pinellas County,WALK,197.29
1246,Pinellas County,AUTO,3388.1
1247,Pinellas County,AUTO,3045.49
1248,Pinellas County,AUTO,487.31
1249,Pinellas County,AUTO,751.29
1250,Pinellas County,AUTO,1148.78
1250,Pinellas County,TNC,56.73
1250,Pinellas County,WALK,226.93
1251,Pinellas County,AUTO,60.95
1252,Pinellas County,AUTO,471
1252,Pinellas County,WALK,1260.06
1253,Pinellas County,AUTO,2245.35
1254,Pinellas County,AUTO,4126.51
1255,Pinellas County,AUTO,1754.1
1256,Pinellas County,AUTO,1605.65
1256,Pinellas County,SHUTTLE VANPOOL,116.28
1257,Pinellas County,AUTO,285
1258,Pinellas County,BIKE,190.22
1259,Pinellas County,AUTO,2708.94
1259,Pinellas County,WALK,196.55
1260,Pinellas County,AUTO,1844.26
1260,Pinellas County,WALK,848.6
1261,Pinellas County,AUTO,1028.22
1261,Pinellas County,WALK,253.24
1262,Pinellas County,AUTO,196.97
1263,Pinellas County,AUTO,11590.49
1263,Pinellas County,WALK,163.56
1264,Pinellas County,AUTO,1443.67
1265,Pinellas County,AUTO,188.44
1265,Pinellas County,WALK,115.48
1266,Pinellas County,AUTO,1341.19
1267,Pinellas County,AUTO,468.22
1267,Pinellas County,BIKE,18.28
1267,Pinellas County,WALK,115.48
1268,Pinellas County,AUTO,1939.41
1268,Pinellas County,WALK,176.28
1269,Pinellas County,AUTO,235.15
1272,Pinellas County,AUTO,1225.24
1272,Pinellas County,BIKE,106.51
1272,Pinellas County,TAXI NOT TNC,106.51
1272,Pinellas County,TRANSIT,106.51
1273,Pinellas County,AUTO,3007.77
1273,Pinellas County,BIKE,207.39
1273,Pinellas County,TRANSIT,861.1
1274,Pinellas County,AUTO,7118.23
1274,Pinellas County,BIKE,207.39
1274,Pinellas County,OTHER,443.23
1274,Pinellas County,TRANSIT,886.47
1275,Pinellas County,AUTO,2462.33
1276,Pinellas County,AUTO,2995.79
1277,Pinellas County,AUTO,12169.61
1278,Pinellas County,AUTO,530.38
1278,Pinellas County,BIKE,371.91
1278,Pinellas County,WALK,22.73
1279,Pinellas County,AUTO,203.33
1280,Pinellas County,AUTO,67.63
1281,Pinellas County,AUTO,516.32
1282,Pinellas County,AUTO,4293.9
1282,Pinellas County,WALK,1838.78
1283,Pinellas County,AUTO,8424.98
1284,Pinellas County,AUTO,5892.45
1285,Pinellas County,AUTO,41.08
1286,Pinellas County,AUTO,316.22
1286,Pinellas County,WALK,100.2
1287,Pinellas County,AUTO,1241.06
1288,Pinellas County,AUTO,1870.37
1289,Pinellas County,AUTO,8374.42
1289,Pinellas County,BIKE,1168.77
1289,Pinellas County,TNC,414.77
1289,Pinellas County,WALK,3031.12
1290,Pinellas County,AUTO,19959.65
1290,Pinellas County,TRANSIT,429.83
1290,Pinellas County,WALK,414.77
1291,Pinellas County,AUTO,403.65
1292,Pinellas County,AUTO,11718.87
1292,Pinellas County,WALK,2827.85
1293,Pinellas County,AUTO,9329.89
1293,Pinellas County,BIKE,273.17
1293,Pinellas County,WALK,16115.53
1295,Pinellas County,AUTO,3328.39
1295,Pinellas County,WALK,425.79
1296,Pinellas County,AUTO,5586.83
1297,Pinellas County,AUTO,6468.28
1297,Pinellas County,TRANSIT,520.82
1298,Pinellas County,AUTO,5171.32
1299,Pinellas County,AUTO,695.56
1300,Pinellas County,AUTO,11203.03
1300,Pinellas County,OTHER,3275.41
1300,Pinellas County,TRANSIT,294.02
1300,Pinellas County,WALK,116
