ZONE,COUNTY,MODE,TRIPS
2851,Citrus County,AUTO,102.16
2853,Citrus County,AUTO,322.32
2854,Citrus County,AUTO,2215.59
2854,Citrus County,BIKE,127.8
2854,Citrus County,WALK,1778.3
2855,Citrus County,AUTO,189.3
2856,Citrus County,AUTO,721.19
2856,Citrus County,WALK,123.57
2857,Citrus County,AUTO,207.13
2859,Citrus County,AUTO,158.1
2862,Citrus County,AUTO,1851.04
2872,Citrus County,AUTO,1046.63
2873,Citrus County,AUTO,5.18
2876,Citrus County,AUTO,158.1
2879,Citrus County,AUTO,53.42
2884,Citrus County,AUTO,3409.74
2890,Citrus County,AUTO,158.1
2891,Citrus County,AUTO,158.1
2896,Citrus County,AUTO,189.3
2900,Citrus County,AUTO,256.38
2902,Citrus County,AUTO,885.93
2903,Citrus County,AUTO,158.1
2904,Citrus County,AUTO,207.76
2905,Citrus County,AUTO,401.13
2906,Citrus County,AUTO,244.12
2907,Citrus County,AUTO,1398.39
2909,Citrus County,AUTO,6819.47
2910,Citrus County,AUTO,518.27
2910,Citrus County,BIKE,24.58
2911,Citrus County,AUTO,1714.77
2920,Citrus County,AUTO,2.59
2951,Manatee County,AUTO,546.64
,External,AUTO,24939
,External,BIKE,1199.84
,External,LONG DIST PASS,15921.34
,External,OTHER,14740.94
,External,SHUTTLE VANPOOL,138.89
,External,TRANSIT,2206.99
,External,WALK,3649.38
